DISTRICT,DATE,CONFIRMED,RECOVERED,ACTIVE,DEATH
Thiruvananthapuram,02-07-2020,9,15,72,0
Thiruvananthapuram,03-07-2020,17,5,84,0
Thiruvananthapuram,04-07-2020,16,10,90,0
Thiruvananthapuram,05-07-2020,27,10,107,0
Thiruvananthapuram,06-07-2020,7,7,107,0
Thiruvananthapuram,07-07-2020,54,3,158,0
Thiruvananthapuram,08-07-2020,64,5,217,0
Thiruvananthapuram,09-07-2020,95,9,303,0
Thiruvananthapuram,10-07-2020,129,5,427,0
Thiruvananthapuram,11-07-2020,69,6,489,1
Thiruvananthapuram,12-07-2020,40,2,527,0
Thiruvananthapuram,13-07-2020,63,4,586,0
Thiruvananthapuram,14-07-2020,201,15,772,0
Thiruvananthapuram,15-07-2020,157,10,919,0
Thiruvananthapuram,16-07-2020,339,1,1257,0
Thiruvananthapuram,17-07-2020,246,9,1494,0
Thiruvananthapuram,18-07-2020,173,6,1659,2
Thiruvananthapuram,19-07-2020,222,23,1858,0
Thiruvananthapuram,20-07-2020,182,1,2039,0
Thiruvananthapuram,21-07-2020,151,10,2179,1
Thiruvananthapuram,22-07-2020,226,9,2394,0
Thiruvananthapuram,23-07-2020,222,60,2554,1
Thiruvananthapuram,24-07-2020,167,101,2619,1
Thiruvananthapuram,25-07-2020,240,229,2630,0
Thiruvananthapuram,26-07-2020,175,51,2754,0
Thiruvananthapuram,27-07-2020,161,65,2850,0
Thiruvananthapuram,28-07-2020,222,170,2901,1
Thiruvananthapuram,29-07-2020,213,126,2988,0
Thiruvananthapuram,30-07-2020,70,220,2837,0
Thiruvananthapuram,31-07-2020,320,114,3043,0
